0010010001453,650,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001482,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,39 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001484,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,40 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001486,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,42 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001489,795,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,39 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001491,795,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,40 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001495,795,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,44 CM,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001507,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001510,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001522,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001523,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001524,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001525,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001526,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001527,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001528,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001529,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001545,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001549,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001550,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,39 CM,6977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001554,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,39 CM,6977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001558,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,39 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001559,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,40 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001560,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,42 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001561,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,44 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001562,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,39 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001563,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,40 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001565,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,44 CM,6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001566,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,39 CM,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001572,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,39 CM,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001574,895,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,42 CM,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001584,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001587,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001595,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001598,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001605,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001608,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001664,895,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001666,895,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001668,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001672,895,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001674,895,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001676,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001689,595,SHIRT,FORMAL SHIRT - REGALIA,FULL - SH,39 CM,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001695,595,SHIRT,FORMAL SHIRT - REGALIA,HALF - SH,42 CM,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001699,695,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001703,695,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001704,695,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001705,695,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001706,895,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001710,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001712,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001718,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001719,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001720,895,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001725,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001735,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,6861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001753,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001771,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001772,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001774,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001778,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001781,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001786,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001793,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001794,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001809,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001813,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001825,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001826,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001827,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001829,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001830,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001832,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001865,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,40 CM,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001871,795,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,44 CM,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001876,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001879,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001883,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001942,895,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,39 CM,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001957,895,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,44 CM,6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001958,895,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,39 CM,6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001961,895,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,44 CM,6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001998,895,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,39 CM,6959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002002,595,SHIRT,FORMAL SHIRT - REGALIA,FULL - SH,39 CM,6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002017,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,39 CM,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002019,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,42 CM,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002021,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,39 CM,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002022,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,40 CM,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002024,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,39 CM,5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002027,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,39 CM,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002028,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,40 CM,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002029,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,42 CM,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002039,795,SHIRT,FORMAL SHIRT - ROYALE,HALF - SH,42 CM,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002041,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,40 CM,6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002043,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,44 CM,6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002057,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002075,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002085,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002101,595,SHIRT,FORMAL SHIRT - REGALIA,HALF - SH,40 CM,5514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002106,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002115,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002147,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002153,495,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002181,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002243,550,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,40 CM,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002261,550,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,39 CM,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002267,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002276,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002286,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002289,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002300,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002315,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002321,450,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002322,450,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002325,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002327,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002335,495,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002339,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002349,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002375,795,SHIRT,FORMAL SHIRT - ROYALE,FULL - SH,44 CM,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002387,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002388,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,40 CM,5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002389,450,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,42 CM,5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002390,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002393,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002408,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002411,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002412,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002415,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002420,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002474,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002475,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002479,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002483,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002499,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002518,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002539,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002558,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002560,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002561,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002562,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002563,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002564,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002565,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002566,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002569,550,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,40 CM,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002570,550,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,FULL - SH,42 CM,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002572,550,SHIRT,FORMAL SHIRT - PRO-WASH REGALIA,HALF - SH,39 CM,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002606,650,SHIRT,FORMAL SHIRT - REGALIA,FULL - SH,39 CM,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002607,650,SHIRT,FORMAL SHIRT - REGALIA,FULL - SH,40 CM,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002608,650,SHIRT,FORMAL SHIRT - REGALIA,FULL - SH,42 CM,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002677,595,SHIRT,FORMAL SHIRT - REGALIA,HALF - SH,39 CM,5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002678,595,SHIRT,FORMAL SHIRT - REGALIA,HALF - SH,40 CM,5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002679,550,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002682,550,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,39 CM,6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002692,495,SHIRT,FORMAL SHIRT - REGULAR,HALF - SH,44 CM,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002709,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002710,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002717,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002719,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002733,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002734,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002735,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002736,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002737,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002738,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002739,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002740,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002746,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002747,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002748,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,44 CM,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002749,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002777,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002778,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,40 CM,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002779,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,42 CM,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010002816,795,SHIRT,FORMAL SHIRT - REGULAR,FULL - SH,39 CM,5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
